0.000	0.000	255.927
0.000	0.016	255.919
0.000	0.031	255.905
0.000	0.047	255.908
0.000	0.062	255.921
0.000	0.078	255.900
0.000	0.094	255.904
0.000	0.109	255.894
0.000	0.125	255.888
0.000	0.141	255.883
0.000	0.156	255.878
0.000	0.172	255.856
0.000	0.188	255.867
0.000	0.203	255.868
0.000	0.219	255.852
0.000	0.234	255.882
0.000	0.250	255.853
0.000	0.266	255.891
0.000	0.281	255.880
0.000	0.297	255.890
0.000	0.312	255.893
0.000	0.328	255.861
0.000	0.344	255.887
0.000	0.359	255.860
0.000	0.375	255.859
0.000	0.391	255.857
0.000	0.406	255.851
0.000	0.422	255.855
0.000	0.438	255.856
0.000	0.453	255.840
0.000	0.469	255.862
0.000	0.484	255.850
0.000	0.500	255.839
0.000	0.516	255.868
0.000	0.531	255.852
0.000	0.547	255.885
0.000	0.562	255.862
0.000	0.578	255.875
0.000	0.594	255.872
0.000	0.609	255.871
0.000	0.625	255.866
0.000	0.641	255.919
0.000	0.656	255.896
0.000	0.672	255.916
0.000	0.688	255.909
0.000	0.703	255.909
0.000	0.719	255.917
0.000	0.734	255.917
0.000	0.750	255.898
0.000	0.766	255.924
0.000	0.781	255.927
0.000	0.797	255.896
0.000	0.812	255.911
0.000	0.828	255.878
0.000	0.844	255.885
0.000	0.859	255.910
0.000	0.875	255.885
0.000	0.891	255.912
0.000	0.906	255.915
0.000	0.922	255.930
0.000	0.938	255.923
0.000	0.953	255.919
0.000	0.969	255.916
0.000	0.984	255.921

0.016	0.000	255.885
0.016	0.016	255.895
0.016	0.031	255.909
0.016	0.047	255.931
0.016	0.062	255.922
0.016	0.078	255.921
0.016	0.094	255.931
0.016	0.109	255.910
0.016	0.125	255.929
0.016	0.141	255.901
0.016	0.156	255.908
0.016	0.172	255.900
0.016	0.188	255.892
0.016	0.203	255.883
0.016	0.219	255.886
0.016	0.234	255.891
0.016	0.250	255.894
0.016	0.266	255.890
0.016	0.281	255.882
0.016	0.297	255.887
0.016	0.312	255.891
0.016	0.328	255.891
0.016	0.344	255.896
0.016	0.359	255.873
0.016	0.375	255.871
0.016	0.391	255.849
0.016	0.406	255.849
0.016	0.422	255.840
0.016	0.438	255.845
0.016	0.453	255.854
0.016	0.469	255.842
0.016	0.484	255.887
0.016	0.500	255.876
0.016	0.516	255.867
0.016	0.531	255.875
0.016	0.547	255.901
0.016	0.562	255.878
0.016	0.578	255.897
0.016	0.594	255.897
0.016	0.609	255.888
0.016	0.625	255.891
0.016	0.641	255.920
0.016	0.656	255.908
0.016	0.672	255.924
0.016	0.688	255.935
0.016	0.703	255.919
0.016	0.719	255.916
0.016	0.734	255.901
0.016	0.750	255.921
0.016	0.766	255.902
0.016	0.781	255.894
0.016	0.797	255.893
0.016	0.812	255.893
0.016	0.828	255.887
0.016	0.844	255.889
0.016	0.859	255.889
0.016	0.875	255.902
0.016	0.891	255.904
0.016	0.906	255.900
0.016	0.922	255.913
0.016	0.938	255.910
0.016	0.953	255.883
0.016	0.969	255.906
0.016	0.984	255.909

0.031	0.000	255.904
0.031	0.016	255.906
0.031	0.031	255.920
0.031	0.047	255.927
0.031	0.062	255.932
0.031	0.078	255.917
0.031	0.094	255.925
0.031	0.109	255.919
0.031	0.125	255.930
0.031	0.141	255.901
0.031	0.156	255.905
0.031	0.172	255.883
0.031	0.188	255.884
0.031	0.203	255.877
0.031	0.219	255.888
0.031	0.234	255.890
0.031	0.250	255.871
0.031	0.266	255.883
0.031	0.281	255.883
0.031	0.297	255.876
0.031	0.312	255.878
0.031	0.328	255.871
0.031	0.344	255.891
0.031	0.359	255.867
0.031	0.375	255.882
0.031	0.391	255.858
0.031	0.406	255.848
0.031	0.422	255.851
0.031	0.438	255.859
0.031	0.453	255.851
0.031	0.469	255.846
0.031	0.484	255.867
0.031	0.500	255.851
0.031	0.516	255.880
0.031	0.531	255.881
0.031	0.547	255.884
0.031	0.562	255.881
0.031	0.578	255.872
0.031	0.594	255.893
0.031	0.609	255.880
0.031	0.625	255.872
0.031	0.641	255.927
0.031	0.656	255.897
0.031	0.672	255.932
0.031	0.688	255.942
0.031	0.703	255.911
0.031	0.719	255.916
0.031	0.734	255.898
0.031	0.750	255.901
0.031	0.766	255.908
0.031	0.781	255.912
0.031	0.797	255.907
0.031	0.812	255.894
0.031	0.828	255.889
0.031	0.844	255.899
0.031	0.859	255.901
0.031	0.875	255.907
0.031	0.891	255.908
0.031	0.906	255.914
0.031	0.922	255.901
0.031	0.938	255.903
0.031	0.953	255.893
0.031	0.969	255.896
0.031	0.984	255.908

0.047	0.000	255.879
0.047	0.016	255.894
0.047	0.031	255.877
0.047	0.047	255.901
0.047	0.062	255.906
0.047	0.078	255.905
0.047	0.094	255.897
0.047	0.109	255.916
0.047	0.125	255.911
0.047	0.141	255.906
0.047	0.156	255.923
0.047	0.172	255.896
0.047	0.188	255.903
0.047	0.203	255.893
0.047	0.219	255.898
0.047	0.234	255.877
0.047	0.250	255.900
0.047	0.266	255.884
0.047	0.281	255.877
0.047	0.297	255.882
0.047	0.312	255.898
0.047	0.328	255.872
0.047	0.344	255.882
0.047	0.359	255.883
0.047	0.375	255.884
0.047	0.391	255.856
0.047	0.406	255.861
0.047	0.422	255.873
0.047	0.438	255.875
0.047	0.453	255.879
0.047	0.469	255.870
0.047	0.484	255.885
0.047	0.500	255.880
0.047	0.516	255.876
0.047	0.531	255.887
0.047	0.547	255.905
0.047	0.562	255.884
0.047	0.578	255.901
0.047	0.594	255.900
0.047	0.609	255.911
0.047	0.625	255.894
0.047	0.641	255.908
0.047	0.656	255.910
0.047	0.672	255.915
0.047	0.688	255.926
0.047	0.703	255.902
0.047	0.719	255.921
0.047	0.734	255.892
0.047	0.750	255.897
0.047	0.766	255.917
0.047	0.781	255.894
0.047	0.797	255.898
0.047	0.812	255.914
0.047	0.828	255.901
0.047	0.844	255.894
0.047	0.859	255.898
0.047	0.875	255.904
0.047	0.891	255.907
0.047	0.906	255.904
0.047	0.922	255.905
0.047	0.938	255.921
0.047	0.953	255.876
0.047	0.969	255.889
0.047	0.984	255.887

0.062	0.000	255.892
0.062	0.016	255.892
0.062	0.031	255.898
0.062	0.047	255.914
0.062	0.062	255.907
0.062	0.078	255.907
0.062	0.094	255.919
0.062	0.109	255.914
0.062	0.125	255.925
0.062	0.141	255.908
0.062	0.156	255.924
0.062	0.172	255.902
0.062	0.188	255.904
0.062	0.203	255.900
0.062	0.219	255.892
0.062	0.234	255.893
0.062	0.250	255.897
0.062	0.266	255.888
0.062	0.281	255.874
0.062	0.297	255.894
0.062	0.312	255.890
0.062	0.328	255.882
0.062	0.344	255.899
0.062	0.359	255.868
0.062	0.375	255.879
0.062	0.391	255.855
0.062	0.406	255.864
0.062	0.422	255.855
0.062	0.438	255.859
0.062	0.453	255.868
0.062	0.469	255.852
0.062	0.484	255.895
0.062	0.500	255.888
0.062	0.516	255.880
0.062	0.531	255.872
0.062	0.547	255.897
0.062	0.562	255.877
0.062	0.578	255.893
0.062	0.594	255.898
0.062	0.609	255.915
0.062	0.625	255.907
0.062	0.641	255.932
0.062	0.656	255.917
0.062	0.672	255.932
0.062	0.688	255.931
0.062	0.703	255.919
0.062	0.719	255.930
0.062	0.734	255.891
0.062	0.750	255.912
0.062	0.766	255.904
0.062	0.781	255.894
0.062	0.797	255.902
0.062	0.812	255.905
0.062	0.828	255.894
0.062	0.844	255.887
0.062	0.859	255.894
0.062	0.875	255.909
0.062	0.891	255.910
0.062	0.906	255.904
0.062	0.922	255.902
0.062	0.938	255.913
0.062	0.953	255.880
0.062	0.969	255.888
0.062	0.984	255.891

0.078	0.000	255.888
0.078	0.016	255.882
0.078	0.031	255.881
0.078	0.047	255.876
0.078	0.062	255.882
0.078	0.078	255.888
0.078	0.094	255.883
0.078	0.109	255.892
0.078	0.125	255.889
0.078	0.141	255.917
0.078	0.156	255.912
0.078	0.172	255.904
0.078	0.188	255.915
0.078	0.203	255.902
0.078	0.219	255.909
0.078	0.234	255.899
0.078	0.250	255.912
0.078	0.266	255.900
0.078	0.281	255.900
0.078	0.297	255.888
0.078	0.312	255.894
0.078	0.328	255.878
0.078	0.344	255.898
0.078	0.359	255.890
0.078	0.375	255.883
0.078	0.391	255.873
0.078	0.406	255.884
0.078	0.422	255.879
0.078	0.438	255.882
0.078	0.453	255.882
0.078	0.469	255.879
0.078	0.484	255.876
0.078	0.500	255.897
0.078	0.516	255.895
0.078	0.531	255.885
0.078	0.547	255.909
0.078	0.562	255.893
0.078	0.578	255.909
0.078	0.594	255.901
0.078	0.609	255.913
0.078	0.625	255.911
0.078	0.641	255.888
0.078	0.656	255.898
0.078	0.672	255.888
0.078	0.688	255.891
0.078	0.703	255.892
0.078	0.719	255.904
0.078	0.734	255.892
0.078	0.750	255.900
0.078	0.766	255.914
0.078	0.781	255.905
0.078	0.797	255.915
0.078	0.812	255.921
0.078	0.828	255.925
0.078	0.844	255.916
0.078	0.859	255.934
0.078	0.875	255.921
0.078	0.891	255.902
0.078	0.906	255.911
0.078	0.922	255.904
0.078	0.938	255.909
0.078	0.953	255.885
0.078	0.969	255.895
0.078	0.984	255.900

0.094	0.000	255.894
0.094	0.016	255.876
0.094	0.031	255.882
0.094	0.047	255.898
0.094	0.062	255.882
0.094	0.078	255.887
0.094	0.094	255.889
0.094	0.109	255.892
0.094	0.125	255.888
0.094	0.141	255.911
0.094	0.156	255.910
0.094	0.172	255.900
0.094	0.188	255.912
0.094	0.203	255.889
0.094	0.219	255.911
0.094	0.234	255.880
0.094	0.250	255.900
0.094	0.266	255.894
0.094	0.281	255.886
0.094	0.297	255.885
0.094	0.312	255.898
0.094	0.328	255.888
0.094	0.344	255.904
0.094	0.359	255.890
0.094	0.375	255.875
0.094	0.391	255.869
0.094	0.406	255.878
0.094	0.422	255.877
0.094	0.438	255.867
0.094	0.453	255.888
0.094	0.469	255.880
0.094	0.484	255.880
0.094	0.500	255.898
0.094	0.516	255.878
0.094	0.531	255.876
0.094	0.547	255.908
0.094	0.562	255.894
0.094	0.578	255.902
0.094	0.594	255.909
0.094	0.609	255.909
0.094	0.625	255.899
0.094	0.641	255.911
0.094	0.656	255.910
0.094	0.672	255.906
0.094	0.688	255.906
0.094	0.703	255.894
0.094	0.719	255.900
0.094	0.734	255.895
0.094	0.750	255.895
0.094	0.766	255.915
0.094	0.781	255.898
0.094	0.797	255.914
0.094	0.812	255.918
0.094	0.828	255.907
0.094	0.844	255.904
0.094	0.859	255.922
0.094	0.875	255.918
0.094	0.891	255.922
0.094	0.906	255.914
0.094	0.922	255.911
0.094	0.938	255.926
0.094	0.953	255.884
0.094	0.969	255.902
0.094	0.984	255.888

0.109	0.000	255.884
0.109	0.016	255.884
0.109	0.031	255.874
0.109	0.047	255.885
0.109	0.062	255.884
0.109	0.078	255.902
0.109	0.094	255.890
0.109	0.109	255.886
0.109	0.125	255.892
0.109	0.141	255.904
0.109	0.156	255.904
0.109	0.172	255.914
0.109	0.188	255.899
0.109	0.203	255.921
0.109	0.219	255.926
0.109	0.234	255.909
